Farm_ID,Sector,Species,State,Farm_Age_Years,Farm_Area_Acres,Water_Temperature_C,Water_pH,Dissolved_Oxygen_mg_L,Ammonia_mg_L,Stocking_Density_Animals_Per_Acre,Feed_Quantity_kg_Per_Day,Feed_Quality_Score,Rainfall_mm,Humidity_Percent,Body_Condition_Score,Disease_Type,Disease_Onset,Mortality_Rate_Percent,Feed_Conversion_Ratio,Daily_Feed_Cost,Productivity_Score,Water_Quality_Score,Disease_Risk_Score,Disease_Risk_Level
F0431,Aquaculture,Shrimp,Tamil Nadu,6,11.5,29.9,7.23,5.29,0.24,54.8,182.5,76.5,156.6,60.4,3.7,No Disease,0,4.7,1.44,319.41,100.0,85.6,57.2,Medium
F0432,Livestock,Goat,Andhra Pradesh,5,9.0,,,,,51.5,39.8,63.6,43.3,79.9,4.3,Mastitis,1,4.5,2.16,67.41,100.0,,97.2,High
F0433,Aquaculture,Catla,West Bengal,2,7.1,30.3,7.64,3.57,0.14,69.0,106.9,68.6,121.9,67.5,3.4,White Spot Disease,1,13.0,1.77,139.16,89.4,84.6,88.6,High
F0434,Livestock,Cattle,Telangana,5,21.9,,,,,9.4,19.7,61.8,31.3,85.3,1.8,No Disease,0,0.0,2.15,23.77,100.0,,72.8,High
F0435,Livestock,Buffalo,West Bengal,3,22.8,,,,,12.3,54.1,70.0,99.2,64.1,2.1,No Disease,0,2.9,1.94,76.46,100.0,,53.1,Medium
F0436,Livestock,Sheep,Karnataka,4,18.2,,,,,8.7,2.3,69.1,118.9,83.7,3.0,No Disease,0,1.4,1.88,3.57,100.0,,64.0,Medium
F0437,Livestock,Buffalo,Karnataka,3,1.3,,,,,51.7,25.9,92.0,45.3,97.0,3.5,No Disease,0,2.1,1.83,26.3,100.0,,62.5,Medium
F0438,Livestock,Sheep,Andhra Pradesh,2,9.1,,,,,32.4,37.5,84.9,61.6,50.7,2.0,No Disease,0,0.0,2.08,47.95,100.0,,43.2,Medium
F0439,Aquaculture,Shrimp,Telangana,1,13.3,29.3,8.08,5.89,0.3,102.6,120.5,88.7,16.8,77.4,4.1,No Disease,0,0.5,1.57,122.46,100.0,91.4,62.9,Medium
F0440,Aquaculture,Pangasius,Andhra Pradesh,6,18.1,26.7,7.29,5.48,0.06,106.7,82.3,56.3,108.9,72.0,2.7,No Disease,0,2.0,1.66,90.92,100.0,88.7,92.0,High
F0441,Aquaculture,Pangasius,Tamil Nadu,7,1.3,27.7,7.86,6.86,0.22,126.7,204.7,73.6,141.4,74.9,4.4,No Disease,0,2.9,1.54,295.5,100.0,98.1,82.0,High
F0442,Livestock,Cattle,West Bengal,5,2.2,,,,,61.5,49.0,56.4,84.2,79.3,4.0,No Disease,0,0.9,1.75,58.67,100.0,,86.4,High
F0443,Aquaculture,Shrimp,Tamil Nadu,2,8.8,31.6,8.25,5.45,0.26,160.8,123.2,57.7,85.7,84.6,3.5,No Disease,0,0.4,1.28,172.5,100.0,80.2,100.0,High
F0444,Livestock,Goat,West Bengal,5,8.6,,,,,10.0,50.1,79.2,120.7,82.3,2.6,No Disease,0,0.0,2.25,59.76,100.0,,53.1,Medium
F0445,Livestock,Poultry,Andhra Pradesh,3,10.1,,,,,68.5,22.7,90.8,153.1,67.5,2.0,No Disease,0,1.2,2.18,25.34,100.0,,46.3,Medium
F0446,Aquaculture,Catla,Tamil Nadu,4,10.9,25.9,7.43,4.49,0.21,178.0,91.0,60.6,35.8,80.3,2.2,No Disease,0,1.5,1.16,92.61,100.0,87.2,100.0,High
F0447,Aquaculture,Rohu,Andhra Pradesh,2,10.2,29.5,7.23,3.96,0.21,136.5,150.0,91.9,21.1,88.8,3.7,Parasitic Infection,1,12.9,1.78,166.99,92.4,86.8,97.3,High
F0448,Livestock,Cattle,Karnataka,2,2.3,,,,,20.3,45.1,84.5,136.6,73.2,3.5,Foot and Mouth Disease,1,7.8,2.48,48.12,100.0,,63.1,Medium
F0449,Aquaculture,Catla,Telangana,4,3.1,28.3,7.75,4.7,0.29,131.0,170.3,96.1,0.5,65.7,4.3,No Disease,0,1.6,1.48,240.31,100.0,98.2,56.7,Medium
F0450,Livestock,Poultry,Telangana,6,4.7,,,,,15.1,29.2,95.4,33.4,96.8,4.5,No Disease,0,0.8,1.56,35.52,100.0,,49.8,Medium
F0451,Livestock,Goat,West Bengal,5,11.9,,,,,64.0,8.7,70.5,174.3,93.9,4.2,No Disease,0,1.0,1.35,10.3,100.0,,84.6,High
F0452,Livestock,Poultry,Telangana,7,5.2,,,,,54.6,8.3,76.0,125.6,73.1,2.9,No Disease,0,0.1,1.58,11.65,100.0,,60.1,Medium
F0453,Livestock,Sheep,West Bengal,5,9.6,,,,,76.7,44.6,83.5,147.1,51.8,4.1,No Disease,0,1.9,2.1,48.21,100.0,,55.7,Medium
F0454,Livestock,Cattle,West Bengal,2,12.7,,,,,36.0,25.5,84.2,12.1,76.5,3.9,No Disease,1,8.9,2.53,34.16,100.0,,70.0,High
F0455,Aquaculture,Pangasius,Andhra Pradesh,1,12.3,23.7,7.6,3.63,0.11,80.2,81.8,92.0,12.6,84.1,2.4,No Disease,0,3.3,1.31,139.72,100.0,76.7,59.3,Medium
F0456,Aquaculture,Tilapia,Telangana,4,12.7,28.2,8.6,6.11,0.32,41.3,112.7,94.0,133.3,78.3,3.3,No Disease,0,0.6,1.78,177.09,100.0,89.6,43.0,Medium
F0457,Livestock,Goat,Karnataka,4,15.5,,,,,23.7,39.1,92.7,75.3,93.3,4.5,Foot and Mouth Disease,1,6.5,2.12,62.32,100.0,,71.9,High
F0458,Livestock,Poultry,Tamil Nadu,7,9.6,,,,,30.9,17.1,73.5,84.1,57.7,4.2,No Disease,0,2.1,2.02,23.14,100.0,,54.2,Medium
F0459,Aquaculture,Pangasius,Karnataka,7,10.5,31.2,6.68,5.0,1.29,82.8,233.3,80.3,73.4,83.0,3.9,No Disease,0,1.8,1.27,322.7,100.0,51.5,80.8,High
F0460,Aquaculture,Tilapia,Telangana,3,18.0,27.6,8.3,4.73,0.24,109.7,147.5,79.0,127.3,62.6,2.6,No Disease,0,2.0,1.25,172.77,100.0,92.4,68.4,High
F0461,Livestock,Sheep,Andhra Pradesh,4,1.6,,,,,34.9,54.5,98.0,177.7,91.7,2.9,No Disease,0,0.2,2.26,77.63,100.0,,48.1,Medium
F0462,Aquaculture,Shrimp,West Bengal,2,13.1,34.1,8.02,5.29,0.32,106.0,151.9,94.9,149.1,68.9,2.6,No Disease,0,2.0,1.75,160.14,100.0,73.0,51.6,Medium
F0463,Livestock,Buffalo,Karnataka,4,18.4,,,,,54.8,26.7,93.2,152.1,72.8,3.7,No Disease,0,0.7,2.18,33.96,100.0,,42.7,Medium
F0464,Aquaculture,Shrimp,Telangana,5,13.4,25.2,8.12,4.31,0.69,61.4,205.5,76.9,175.9,67.1,3.2,No Disease,0,0.0,1.34,231.86,100.0,77.7,58.4,Medium
F0465,Livestock,Cattle,Andhra Pradesh,6,12.8,,,,,16.2,8.0,60.3,18.2,77.3,2.3,No Disease,1,5.3,2.59,9.83,100.0,,89.6,High
F0466,Aquaculture,Pangasius,West Bengal,1,7.7,26.5,8.18,5.74,0.11,49.8,26.0,66.2,96.9,94.0,4.1,No Disease,0,4.8,1.51,33.05,100.0,89.4,85.4,High
F0467,Livestock,Sheep,Telangana,4,8.8,,,,,31.3,49.1,68.7,29.4,68.1,3.0,Mastitis,1,5.5,2.25,82.25,100.0,,79.1,High
F0468,Aquaculture,Tilapia,Tamil Nadu,6,9.3,18.8,7.84,5.67,0.18,109.0,98.0,61.3,99.4,87.4,2.7,No Disease,0,2.7,1.28,145.46,100.0,62.7,99.9,High
F0469,Aquaculture,Shrimp,West Bengal,3,10.9,26.7,7.67,4.42,0.46,104.3,74.5,82.0,54.3,96.6,3.8,Bacterial Infection,1,13.1,1.39,124.68,92.5,91.7,100.0,High
F0470,Livestock,Goat,Karnataka,2,5.4,,,,,5.6,47.2,83.7,55.6,60.5,4.0,No Disease,0,1.3,2.01,49.93,100.0,,37.7,Medium
F0471,Aquaculture,Tilapia,Tamil Nadu,6,21.0,26.1,8.77,4.72,0.25,136.6,130.8,60.3,38.6,57.8,3.4,No Disease,0,2.4,1.5,195.22,100.0,80.8,93.8,High
F0472,Livestock,Goat,Andhra Pradesh,1,22.9,,,,,38.9,42.1,82.4,128.9,56.9,2.1,No Disease,0,1.9,1.89,69.6,100.0,,47.3,Medium
F0473,Aquaculture,Catla,Andhra Pradesh,2,22.9,30.8,8.27,4.13,0.46,54.0,82.7,90.8,176.5,76.2,2.0,No Disease,0,0.9,1.48,145.11,100.0,81.7,47.7,Medium
F0474,Livestock,Goat,Andhra Pradesh,7,21.1,,,,,6.5,23.1,77.9,156.9,81.4,2.1,No Disease,0,3.0,2.16,24.89,100.0,,52.8,Medium
F0475,Aquaculture,Shrimp,Andhra Pradesh,2,19.1,27.2,7.96,6.82,0.61,63.0,48.4,97.1,70.9,64.8,2.4,No Disease,0,1.0,1.49,83.0,100.0,89.6,38.7,Medium
F0476,Livestock,Sheep,Telangana,7,19.6,,,,,34.3,52.1,95.0,54.6,90.8,3.9,No Disease,0,0.0,2.14,82.15,100.0,,50.2,Medium
F0477,Aquaculture,Pangasius,Andhra Pradesh,4,15.3,30.8,7.12,5.53,0.45,159.4,80.9,77.3,81.1,55.5,3.4,No Disease,0,2.7,1.74,85.22,100.0,79.4,82.6,High
F0478,Livestock,Cattle,Karnataka,4,17.8,,,,,34.5,17.4,62.2,124.9,79.2,3.7,No Disease,0,1.3,2.38,24.85,100.0,,73.8,High
F0479,Aquaculture,Rohu,Telangana,6,9.2,24.2,8.07,4.6,0.14,106.7,88.1,77.1,29.8,97.0,2.3,No Disease,0,4.7,1.49,118.83,100.0,81.6,91.2,High
F0480,Livestock,Cattle,Tamil Nadu,7,17.4,,,,,35.2,11.4,60.1,136.9,94.2,3.0,No Disease,0,1.6,1.94,16.32,100.0,,88.1,High
F0481,Livestock,Goat,Andhra Pradesh,5,11.9,,,,,70.4,30.1,68.1,93.2,65.2,3.3,No Disease,0,2.8,1.76,37.77,100.0,,69.5,High
F0482,Livestock,Poultry,West Bengal,6,11.4,,,,,34.4,35.5,85.2,114.1,97.2,2.2,No Disease,0,3.3,1.77,47.67,100.0,,65.2,High
F0483,Aquaculture,Tilapia,Telangana,6,13.1,31.3,7.84,4.64,0.26,84.1,152.4,95.9,154.6,64.8,2.6,No Disease,0,2.6,1.54,200.28,100.0,86.3,45.1,Medium
F0484,Livestock,Goat,West Bengal,2,18.9,,,,,14.9,53.4,87.3,76.1,72.4,2.8,No Disease,0,0.6,2.17,66.03,100.0,,38.3,Medium
F0485,Aquaculture,Tilapia,Tamil Nadu,7,18.2,29.9,8.5,5.55,0.31,45.8,107.1,56.5,18.4,80.9,4.2,Bacterial Infection,1,17.0,1.82,151.88,83.9,84.0,100.0,High
F0486,Livestock,Buffalo,Tamil Nadu,7,21.7,,,,,74.8,48.4,73.6,88.8,59.1,3.7,Mastitis,1,9.6,2.96,62.02,99.0,,85.1,High
F0487,Aquaculture,Tilapia,West Bengal,3,15.8,24.6,6.84,5.52,0.34,121.9,178.5,95.4,45.0,78.0,3.7,No Disease,0,4.0,1.52,246.34,100.0,74.9,61.5,Medium
F0488,Livestock,Sheep,Karnataka,1,16.4,,,,,45.0,36.6,56.3,30.6,78.5,2.9,No Disease,1,4.7,2.59,52.85,100.0,,100.0,High
F0489,Aquaculture,Catla,Karnataka,6,2.8,32.1,8.34,6.01,0.22,129.3,196.9,70.8,172.8,90.3,4.1,Early Mortality Syndrome,1,5.5,1.63,331.64,100.0,77.1,100.0,High
F0490,Aquaculture,Pangasius,Karnataka,4,14.3,30.5,8.92,5.88,0.27,41.2,31.0,63.2,30.1,62.8,3.7,No Disease,0,0.9,1.26,55.41,100.0,76.6,67.1,High
F0491,Livestock,Buffalo,Tamil Nadu,1,2.8,,,,,65.7,50.6,59.0,133.0,95.9,3.6,No Disease,0,3.6,1.7,67.47,100.0,,98.1,High
F0492,Aquaculture,Tilapia,Karnataka,1,8.0,29.1,7.9,3.86,0.18,117.7,203.1,55.2,113.6,80.7,2.8,No Disease,0,2.8,1.67,289.65,100.0,93.0,100.0,High
F0493,Aquaculture,Catla,West Bengal,6,17.8,30.3,7.69,6.64,0.17,106.6,48.2,94.9,81.7,86.6,2.9,White Spot Disease,1,18.9,1.79,61.11,86.9,89.5,85.0,High
F0494,Livestock,Sheep,Karnataka,6,5.1,,,,,41.9,55.1,76.0,81.0,55.6,2.6,No Disease,0,2.5,1.81,67.72,100.0,,54.5,Medium
F0495,Aquaculture,Shrimp,West Bengal,1,24.4,25.8,7.37,4.84,0.56,86.3,61.1,87.9,141.5,79.4,4.4,No Disease,0,3.7,1.59,72.09,100.0,82.0,61.2,Medium
F0496,Aquaculture,Shrimp,Andhra Pradesh,5,22.0,29.6,7.74,4.74,0.29,158.5,188.4,81.3,147.7,72.4,2.6,No Disease,0,5.6,1.7,331.39,100.0,92.9,80.2,High
F0497,Aquaculture,Rohu,West Bengal,3,20.3,27.9,6.93,5.22,0.49,144.7,52.0,65.9,131.7,62.1,2.9,Early Mortality Syndrome,1,5.9,2.06,75.1,100.0,86.9,100.0,High
F0498,Livestock,Cattle,Andhra Pradesh,3,13.7,,,,,76.1,22.6,65.7,110.9,71.4,4.5,No Disease,1,5.5,2.54,36.91,100.0,,94.4,High
F0499,Aquaculture,Shrimp,Tamil Nadu,3,9.3,31.5,7.39,5.53,0.13,137.3,99.1,84.8,159.2,75.3,3.0,No Disease,0,1.5,1.59,130.51,100.0,81.1,73.8,High
F0500,Livestock,Cattle,Telangana,7,20.4,,,,,27.2,42.9,77.1,105.5,54.5,3.8,No Disease,0,1.3,2.02,44.98,100.0,,49.7,Medium
F0501,Aquaculture,Pangasius,Karnataka,7,22.9,29.0,8.48,4.57,0.34,47.0,220.9,58.2,44.4,84.9,3.0,No Disease,0,0.0,1.66,315.42,100.0,87.8,85.5,High
F0502,Aquaculture,Rohu,Andhra Pradesh,7,5.0,24.9,8.43,5.33,0.17,140.8,41.7,82.3,51.5,87.9,3.3,Bacterial Infection,1,4.6,1.73,69.77,100.0,80.0,100.0,High
F0503,Aquaculture,Shrimp,Andhra Pradesh,5,23.8,24.5,7.88,3.97,0.25,133.9,193.4,59.7,84.2,58.0,3.5,Bacterial Infection,1,13.6,1.81,278.35,87.4,84.7,100.0,High
F0504,Livestock,Poultry,Karnataka,6,4.6,,,,,79.9,38.2,79.0,10.7,59.5,4.3,No Disease,0,2.0,1.6,56.82,100.0,,61.0,Medium
F0505,Aquaculture,Tilapia,Andhra Pradesh,7,2.8,27.1,7.89,6.46,0.77,58.9,54.7,89.1,159.8,67.2,3.1,No Disease,0,3.5,1.54,68.04,100.0,86.1,45.6,Medium
F0506,Aquaculture,Tilapia,Tamil Nadu,4,15.7,31.4,7.77,5.23,0.41,90.4,127.0,84.7,159.1,63.9,4.3,No Disease,0,1.5,1.56,137.77,100.0,85.8,57.9,Medium
F0507,Livestock,Poultry,Andhra Pradesh,7,6.0,,,,,61.5,8.2,58.5,0.5,67.9,3.2,No Disease,0,1.9,1.91,11.48,100.0,,76.9,High
F0508,Aquaculture,Rohu,Tamil Nadu,4,12.3,32.3,7.86,5.95,0.26,92.9,126.6,58.8,109.6,67.4,2.4,No Disease,0,2.3,1.37,189.78,100.0,82.1,84.4,High
F0509,Livestock,Buffalo,Tamil Nadu,3,16.2,,,,,44.7,24.9,68.9,109.9,94.8,3.6,Respiratory Infection,1,9.5,2.35,32.19,100.0,,100.0,High
F0510,Livestock,Cattle,Andhra Pradesh,3,9.1,,,,,7.5,36.4,63.0,62.3,63.4,3.1,Mastitis,1,6.4,2.32,60.72,100.0,,78.9,High
F0511,Aquaculture,Tilapia,Telangana,1,3.5,31.5,8.46,7.13,0.26,122.2,211.5,58.1,124.3,78.0,2.9,No Disease,0,2.0,1.63,351.04,100.0,78.1,98.9,High
F0512,Livestock,Buffalo,Tamil Nadu,6,11.9,,,,,20.5,41.9,70.2,128.3,53.4,2.5,No Disease,0,1.2,1.72,43.91,100.0,,54.9,Medium
F0513,Aquaculture,Pangasius,Tamil Nadu,4,5.9,25.3,7.81,4.56,0.57,76.8,106.4,76.4,61.8,65.4,3.0,Parasitic Infection,1,15.4,1.92,175.67,87.5,84.8,82.8,High
F0514,Livestock,Buffalo,Andhra Pradesh,5,10.3,,,,,69.4,29.1,72.4,80.9,96.5,4.1,No Disease,0,0.0,1.86,38.69,100.0,,86.1,High
F0515,Livestock,Goat,West Bengal,2,11.5,,,,,65.2,26.8,65.0,179.0,95.7,4.1,No Disease,0,1.3,2.11,41.82,100.0,,91.9,High
F0516,Aquaculture,Tilapia,Telangana,7,23.7,26.5,8.08,4.54,0.29,111.1,57.3,72.9,149.9,97.4,2.8,No Disease,0,2.0,1.56,89.35,100.0,90.6,96.8,High
F0517,Livestock,Sheep,West Bengal,3,11.9,,,,,73.8,56.0,66.6,72.1,91.1,2.8,No Disease,0,1.4,1.84,78.69,100.0,,88.7,High
F0518,Livestock,Poultry,Karnataka,5,24.1,,,,,56.4,39.7,73.2,76.5,52.5,3.2,No Disease,0,1.1,2.05,65.11,100.0,,60.9,Medium
F0519,Livestock,Buffalo,Karnataka,3,13.8,,,,,26.4,19.3,71.5,150.4,96.3,3.0,No Disease,0,3.0,1.47,22.42,100.0,,76.1,High
F0520,Livestock,Cattle,Telangana,5,12.5,,,,,20.0,31.4,83.9,164.1,71.6,4.4,No Disease,0,1.1,1.88,45.64,100.0,,42.4,Medium
F0521,Livestock,Poultry,Karnataka,4,4.3,,,,,60.0,6.3,82.1,142.7,52.0,3.2,Mastitis,1,8.5,1.96,8.84,100.0,,72.9,High
F0522,Aquaculture,Rohu,West Bengal,1,23.4,26.8,8.24,4.95,0.48,141.7,137.3,81.7,71.2,88.0,3.1,No Disease,0,2.7,1.63,175.65,100.0,87.9,88.1,High
F0523,Livestock,Poultry,Andhra Pradesh,4,16.8,,,,,53.6,21.8,88.5,103.5,97.2,2.5,Mastitis,1,8.1,2.49,21.83,100.0,,86.7,High
F0524,Aquaculture,Tilapia,Andhra Pradesh,2,11.4,30.7,7.56,5.03,0.1,155.2,82.4,63.0,122.6,77.9,3.3,No Disease,0,0.6,1.41,142.12,100.0,86.3,100.0,High
F0525,Livestock,Cattle,Andhra Pradesh,4,16.5,,,,,45.7,46.6,58.8,38.0,71.6,1.9,No Disease,0,1.6,1.57,65.3,100.0,,73.9,High
F0526,Aquaculture,Rohu,Karnataka,2,9.5,27.1,7.66,5.84,0.7,150.6,189.9,81.9,177.5,77.9,2.3,No Disease,0,3.2,1.74,259.84,100.0,87.2,82.1,High
F0527,Aquaculture,Pangasius,Tamil Nadu,7,24.8,30.0,8.37,5.17,0.11,150.8,129.4,78.1,138.8,83.4,3.0,No Disease,0,3.2,1.29,213.36,100.0,85.2,90.3,High
F0528,Livestock,Sheep,West Bengal,6,12.6,,,,,66.8,41.5,89.0,146.7,49.5,3.5,No Disease,1,11.6,2.5,65.86,97.3,,67.7,High
F0529,Livestock,Poultry,Telangana,4,3.1,,,,,16.6,25.2,70.8,100.7,80.3,4.4,No Disease,0,0.8,2.16,37.76,100.0,,61.6,Medium
F0530,Livestock,Cattle,West Bengal,4,3.0,,,,,36.4,47.2,86.6,103.4,88.6,3.3,No Disease,0,0.6,2.36,56.42,100.0,,57.4,Medium
F0531,Aquaculture,Tilapia,Andhra Pradesh,6,19.1,29.6,8.18,3.77,0.31,160.7,190.8,72.8,85.2,72.7,4.3,No Disease,1,11.1,1.93,279.3,90.4,86.7,100.0,High
F0532,Livestock,Cattle,Karnataka,2,25.0,,,,,16.2,17.3,95.8,66.1,93.1,2.6,No Disease,0,3.7,2.09,20.14,100.0,,46.7,Medium
F0533,Aquaculture,Shrimp,Telangana,4,12.3,26.2,8.32,5.53,0.26,165.7,239.1,71.6,141.6,81.7,2.2,No Disease,0,1.8,1.3,264.88,100.0,86.6,99.2,High
F0534,Aquaculture,Shrimp,Karnataka,5,18.2,33.1,7.87,3.78,0.18,63.3,100.4,86.9,136.2,83.7,2.6,No Disease,0,6.3,1.29,139.9,100.0,76.6,59.9,Medium
F0535,Aquaculture,Tilapia,Andhra Pradesh,3,8.8,26.5,8.0,3.88,0.22,107.9,210.9,95.9,114.2,70.2,3.5,No Disease,0,2.2,1.64,265.7,100.0,90.4,51.2,Medium
F0536,Livestock,Buffalo,Karnataka,1,22.3,,,,,41.4,54.6,90.9,26.5,82.5,3.0,No Disease,0,1.9,1.96,68.68,100.0,,49.4,Medium
F0537,Livestock,Sheep,Andhra Pradesh,5,22.4,,,,,49.8,30.4,56.4,112.4,67.1,3.3,No Disease,0,1.3,2.01,31.13,100.0,,76.0,High
F0538,Aquaculture,Rohu,West Bengal,3,1.6,26.4,7.38,5.65,0.25,126.3,235.3,96.3,37.5,68.4,3.9,No Disease,0,3.4,1.18,323.64,100.0,88.6,55.3,Medium
F0539,Aquaculture,Rohu,Karnataka,5,18.8,30.3,7.76,5.89,0.06,106.8,123.0,88.3,94.8,68.6,2.6,Bacterial Infection,1,7.5,1.72,187.34,100.0,90.3,78.4,High
F0540,Livestock,Goat,Andhra Pradesh,2,2.5,,,,,72.1,56.3,89.7,114.4,61.1,4.5,No Disease,0,2.9,2.52,82.14,100.0,,48.3,Medium
F0541,Aquaculture,Shrimp,Karnataka,6,9.2,24.7,8.34,5.01,0.08,177.0,242.1,72.9,47.8,68.0,2.7,No Disease,0,0.0,1.39,283.02,100.0,80.3,91.4,High
F0542,Livestock,Cattle,Karnataka,3,24.8,,,,,55.6,38.7,74.9,100.1,60.1,1.9,No Disease,0,1.8,2.05,64.66,100.0,,59.0,Medium
F0543,Aquaculture,Rohu,West Bengal,4,9.9,31.0,7.79,6.84,0.41,179.1,73.4,81.8,82.9,56.7,2.0,Bacterial Infection,1,17.4,2.17,75.27,82.8,87.6,100.0,High
F0544,Livestock,Sheep,Tamil Nadu,1,4.1,,,,,63.5,47.5,77.3,154.4,65.7,4.2,No Disease,0,1.1,2.34,55.12,100.0,,58.6,Medium
F0545,Aquaculture,Rohu,West Bengal,7,19.3,33.3,8.29,2.81,0.18,168.2,48.9,73.0,62.0,76.4,3.1,No Disease,0,0.0,1.46,56.11,100.0,61.0,94.2,High
F0546,Livestock,Buffalo,Andhra Pradesh,4,17.3,,,,,40.2,27.5,74.2,74.0,73.5,2.5,No Disease,0,0.2,1.92,27.92,100.0,,58.6,Medium
F0547,Aquaculture,Catla,Telangana,6,22.8,30.4,8.19,4.57,0.17,113.0,59.6,68.1,57.9,61.9,2.5,No Disease,0,2.1,1.4,106.13,100.0,85.7,80.2,High
F0548,Livestock,Poultry,West Bengal,1,7.3,,,,,51.7,20.3,78.3,16.4,81.0,3.8,Mastitis,1,11.9,2.55,31.53,99.2,,83.4,High
F0549,Livestock,Sheep,Tamil Nadu,6,13.2,,,,,33.7,36.2,82.8,81.3,96.3,2.0,No Disease,0,1.5,1.56,44.72,100.0,,66.7,High
F0550,Aquaculture,Shrimp,Andhra Pradesh,3,20.8,29.1,7.54,4.15,0.4,45.7,112.7,95.2,2.1,80.3,3.3,No Disease,0,3.7,1.66,173.02,100.0,92.5,44.5,Medium
F0551,Aquaculture,Rohu,Andhra Pradesh,1,18.1,27.6,7.55,5.63,0.48,149.1,185.4,76.4,7.4,80.1,2.1,No Disease,0,4.4,1.4,284.36,100.0,93.4,89.0,High
F0552,Livestock,Sheep,Tamil Nadu,7,4.1,,,,,51.4,10.3,77.5,1.3,61.8,3.6,No Disease,0,1.1,1.97,16.4,100.0,,55.4,Medium
F0553,Aquaculture,Tilapia,West Bengal,6,20.2,30.2,7.33,5.02,0.29,167.2,91.2,97.0,50.6,96.0,2.1,No Disease,0,0.0,1.43,142.68,100.0,85.6,85.6,High
F0554,Livestock,Cattle,Andhra Pradesh,2,25.0,,,,,64.0,58.5,57.6,146.2,60.9,3.3,No Disease,0,1.2,1.98,64.52,100.0,,78.4,High
F0555,Aquaculture,Catla,Andhra Pradesh,4,8.6,30.3,7.61,5.38,0.14,59.9,182.1,93.9,78.2,76.0,4.3,No Disease,0,4.6,1.58,197.67,100.0,88.5,45.9,Medium
F0556,Livestock,Poultry,Karnataka,5,9.8,,,,,64.0,23.9,59.3,114.1,91.6,4.2,No Disease,0,1.0,2.28,33.96,100.0,,94.0,High
F0557,Livestock,Cattle,Tamil Nadu,5,1.5,,,,,46.6,12.6,60.6,106.5,78.5,1.9,No Disease,0,1.9,2.23,16.43,100.0,,77.8,High
F0558,Livestock,Poultry,Andhra Pradesh,6,7.7,,,,,78.2,52.4,93.4,159.5,73.7,3.5,Parasitic Infection,1,13.1,2.47,70.84,92.5,,69.1,High
F0559,Livestock,Goat,Karnataka,5,17.7,,,,,19.7,58.4,61.6,48.5,76.3,3.4,No Disease,0,0.7,1.76,96.74,100.0,,68.4,High
F0560,Livestock,Buffalo,Karnataka,4,22.3,,,,,16.8,39.3,78.1,49.5,70.4,3.8,No Disease,0,2.2,2.12,49.65,100.0,,46.4,Medium
F0561,Livestock,Cattle,Tamil Nadu,7,10.5,,,,,55.3,59.4,83.4,132.0,65.6,3.0,No Disease,0,0.0,2.3,65.8,100.0,,50.4,Medium
F0562,Aquaculture,Shrimp,Andhra Pradesh,7,2.3,24.1,8.16,4.85,0.38,80.6,82.0,61.2,104.7,62.2,3.1,No Disease,0,2.0,1.38,127.66,100.0,80.1,78.9,High
F0563,Aquaculture,Tilapia,Telangana,2,20.5,30.7,7.99,4.16,0.36,104.6,229.4,69.0,89.8,96.2,3.8,No Disease,0,0.8,1.42,340.71,100.0,86.9,98.1,High
F0564,Aquaculture,Pangasius,Andhra Pradesh,6,13.3,25.2,7.4,5.51,0.14,63.3,141.6,80.4,53.6,56.5,2.1,Parasitic Infection,1,14.6,1.69,190.51,91.5,84.0,75.4,High
F0565,Livestock,Cattle,Tamil Nadu,5,10.9,,,,,46.7,21.0,74.0,116.5,71.2,3.5,No Disease,0,3.5,2.09,33.84,100.0,,58.6,Medium
F0566,Livestock,Buffalo,Telangana,1,15.2,,,,,69.9,27.8,85.7,156.2,47.3,3.3,No Disease,0,0.9,2.27,27.86,100.0,,51.8,Medium
F0567,Livestock,Sheep,Karnataka,3,14.8,,,,,12.8,37.5,86.7,138.1,93.0,2.9,No Disease,0,0.7,1.88,48.93,100.0,,54.9,Medium
F0568,Livestock,Goat,Karnataka,1,14.1,,,,,53.7,6.2,71.3,127.8,46.1,3.3,Mastitis,1,6.6,2.63,10.53,100.0,,82.1,High
F0569,Aquaculture,Pangasius,Andhra Pradesh,4,13.7,28.4,8.16,6.23,0.31,81.6,101.5,94.0,162.2,97.0,4.3,No Disease,1,10.4,1.8,139.85,100.0,94.1,88.0,High
F0570,Aquaculture,Tilapia,Telangana,2,23.8,26.8,7.34,5.62,0.21,107.5,149.5,80.5,115.1,76.3,2.0,No Disease,0,1.4,1.48,216.93,100.0,89.7,71.4,High
F0571,Livestock,Cattle,Tamil Nadu,4,13.3,,,,,73.3,25.4,63.9,116.8,91.2,3.8,No Disease,0,0.9,2.1,31.59,100.0,,91.4,High
F0572,Aquaculture,Catla,Karnataka,4,17.6,26.8,7.27,6.03,0.11,166.4,241.3,83.1,150.9,77.6,2.5,No Disease,0,0.8,1.58,312.4,100.0,88.8,84.6,High
F0573,Aquaculture,Rohu,Andhra Pradesh,7,12.9,30.4,8.19,4.91,0.13,107.9,78.9,77.7,52.3,84.6,3.2,No Disease,0,0.0,1.22,99.01,100.0,85.7,81.0,High
F0574,Livestock,Sheep,Telangana,6,17.9,,,,,18.6,33.4,66.8,131.5,89.1,3.7,No Disease,0,0.9,2.42,48.63,100.0,,73.1,High
